title,description,url,category
'All that matters is showing I deserve to be here',"Barry Jones runs the rule over fights for Ryan Garcia, Devin Haney and more taking place this weekend.",https://www.bbc.com/sport/mixed-martial-arts/articles/ckg2w9pz13eo,Sport
Stunning goals and incredible drama - Barca & Inter deliver match for the ages,"Barry Jones runs the rule over fights for Ryan Garcia, Devin Haney and more taking place this weekend.",https://www.bbc.com/sport/football/articles/c7vnggzlmgjo,Sport
Lord's to host final of 2026 Women's T20 World Cup,"Barry Jones runs the rule over fights for Ryan Garcia, Devin Haney and more taking place this weekend.",https://www.bbc.com/sport/cricket/articles/c98gvp0ljn6o,Sport
How Chelsea extended dynasty with latest WSL title,"Barry Jones runs the rule over fights for Ryan Garcia, Devin Haney and more taking place this weekend.",https://www.bbc.com/sport/football/articles/cp91eje3jm2o,Sport
Rui dropped by New Zealand for Pacific Four Series,"Barry Jones runs the rule over fights for Ryan Garcia, Devin Haney and more taking place this weekend.",https://www.bbc.com/sport/rugby-union/articles/c99p89285n4o,Sport
Ex-West Ham boss Lopetegui named Qatar manager,"Barry Jones runs the rule over fights for Ryan Garcia, Devin Haney and more taking place this weekend.",https://www.bbc.com/sport/football/articles/c1eg576jee2o,Sport
"Garcia, Haney and Inoue to fight in 72-hour feast","Barry Jones runs the rule over fights for Ryan Garcia, Devin Haney and more taking place this weekend.",https://www.bbc.com/sport/boxing/articles/c1wd1lxy358o,Sport
The WSL invincibles? Chelsea eye records after sealing another title,Legendary captain Willie John McBride feels that Caelan Doris is the best candidate to lead the British and Irish Lions in Australia this summer.,https://www.bbc.com/sport/football/articles/c4g7vyj7zr0o,Sport
"'Times have changed, one clip can earn an England call-up'",Legendary captain Willie John McBride feels that Caelan Doris is the best candidate to lead the British and Irish Lions in Australia this summer.,https://www.bbc.com/sport/cricket/articles/cj0z3np26y8o,Sport
Is snooker 'dying' in Scotland? Or is it just 'different'?,Legendary captain Willie John McBride feels that Caelan Doris is the best candidate to lead the British and Irish Lions in Australia this summer.,https://www.bbc.com/sport/snooker/articles/c2lzrw2kxx4o,Sport
Carson 'one of the people you need around' - Walker,Legendary captain Willie John McBride feels that Caelan Doris is the best candidate to lead the British and Irish Lions in Australia this summer.,https://www.bbc.com/sport/football/articles/c0m9yl2wk0do,Sport
Rao makes surprise FIA return as Ben Sulayem advisor,Legendary captain Willie John McBride feels that Caelan Doris is the best candidate to lead the British and Irish Lions in Australia this summer.,https://www.bbc.com/sport/formula1/articles/cg41dpkxyqyo,Sport
Flintoff TV show refugee makes Lancs Second XI debut,Legendary captain Willie John McBride feels that Caelan Doris is the best candidate to lead the British and Irish Lions in Australia this summer.,https://www.bbc.com/sport/cricket/articles/c209l4jx97ro,Sport
Lions legend McBride backs Ireland's Doris for captaincy,Legendary captain Willie John McBride feels that Caelan Doris is the best candidate to lead the British and Irish Lions in Australia this summer.,https://www.bbc.com/sport/rugby-union/articles/c1k41gex840o,Sport
Pop icon Jones keeps Williams' title hopes on track,"When a photo of ultrarunner Sophie Power breastfeeding during a race went viral, it sparked a campaign for change.",https://www.bbc.com/sport/snooker/articles/c3dk7vy18kgo,Sport
Sinner considered quitting during doping case,"When a photo of ultrarunner Sophie Power breastfeeding during a race went viral, it sparked a campaign for change.",https://www.bbc.com/sport/tennis/articles/c99p8jrnv7jo,Sport
"NFL fine Falcons and coach £262,000 for prank call","When a photo of ultrarunner Sophie Power breastfeeding during a race went viral, it sparked a campaign for change.",https://www.bbc.com/sport/american-football/articles/clyw9ezgdnpo,Sport
"Suryavanshi, 14, only going to get better - Dravid","When a photo of ultrarunner Sophie Power breastfeeding during a race went viral, it sparked a campaign for change.",https://www.bbc.com/sport/cricket/articles/cdjl08r7lxko,Sport
Rodrygo considering Real Madrid exit - Thursday's gossip,"When a photo of ultrarunner Sophie Power breastfeeding during a race went viral, it sparked a campaign for change.",https://www.bbc.com/sport/football/articles/c1me13gkdvjo,Sport
'I want to get under their skin' - arch-pest Pollock aims for Leinster,"When a photo of ultrarunner Sophie Power breastfeeding during a race went viral, it sparked a campaign for change.",https://www.bbc.com/sport/rugby-union/articles/c4g83dn185ro,Sport
The runner who went viral and sparked a campaign for change for women,"When a photo of ultrarunner Sophie Power breastfeeding during a race went viral, it sparked a campaign for change.",https://www.bbc.com/sport/athletics/articles/crm3py4jdnno,Sport
How rejection fuelled Mourinho's second Champions League triumph,Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/football/articles/cdxnr6510vqo,Sport
"The life, loss and legacy of Kevin Campbell",Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/football/articles/cy0yq8287weo,Sport
Blood brothers - bonds and betrayal on a rugby pitch,Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/rugby-union/articles/cqjd1p98l4jo,Sport
Inside the doping deal for tennis' world number one,Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/tennis/articles/cy5ny6lx5dqo,Sport
How does Daniel Levy run Tottenham - and would he ever leave?,Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/football/articles/cr53l53g793o,Sport
'Like a Jason Bourne movie' - how Afghan women's team fled Taliban,Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/cricket/articles/cx2k1z7zg8do,Sport
Why Arsenal can still reach Champions League final,Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/football/articles/cwy6lx1x8dxo,Sport
The numbers behind Chelsea's latest WSL title,Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/football/articles/cedyjexwnwqo,Sport
Will Ferrari turn their season around?,Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/formula1/articles/c9qwd5xwyx3o,Sport
Who are the big winners & losers from the NFL Draft?,Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/american-football/articles/cn8vq77xqzxo,Sport
'Why hit a single when you can hit six?' - the making of a teen IPL star,Gloucestershire captain Cameron Bancroft on his Australian international ambitions,https://www.bbc.com/sport/cricket/articles/cx2wvqd3jnzo,Sport
Discover the BBC's best sports podcasts,Copyright © 2025 BBC. The BBC is not responsible for the content of external sites.,https://www.bbc.com/sounds/category/sport?sort=popular,Sport
More from BBC News,Copyright © 2025 BBC. The BBC is not responsible for the content of external sites.,https://www.bbc.com/news,Sport
Where and how to watch BBC News,Copyright © 2025 BBC. The BBC is not responsible for the content of external sites.,https://www.bbc.com/news/world-radio-and-tv-14563857,Sport
Premier League,Copyright © 2025 BBC. The BBC is not responsible for the content of external sites.,https://www.bbc.com/sport/football/premier-league,Sport
European Football,Copyright © 2025 BBC. The BBC is not responsible for the content of external sites.,https://www.bbc.com/sport/football/european,Sport
Instagram,Copyright © 2025 BBC. The BBC is not responsible for the content of external sites.,https://www.instagram.com/bbcsport/,Sport
TikTok,Copyright © 2025 BBC. The BBC is not responsible for the content of external sites.,https://www.tiktok.com/@bbcsport,Sport
Facebook,Copyright © 2025 BBC. The BBC is not responsible for the content of external sites.,https://www.facebook.com/BBCSPORT,Sport
X,Copyright © 2025 BBC. The BBC is not responsible for the content of external sites.,https://twitter.com/BBCSport,Sport
YouTube,Copyright © 2025 BBC. The BBC is not responsible for the content of external sites.,https://www.youtube.com/channel/UCW6-BQWFA70Dyyc7ZpZ9Xlg,Sport
